name,RectCoverage,AvgRectArea,RectStDev,AspectRatio,AvgLineBends,AvgLineLength,LongestLine,ShortestLine,LineLengthStDev,AvgLineAngle,OrthLinesRatio,LineCrossings,AvgCrossingAngle,AvgShortestDistance,RectDistribution,RectOrth,RectOrth2,rectangles,lines,Quality
AndroidInverterServiceDiagram.jpg,0.077353,11395,0.101316,0.939394,4,564.207642,564.207642,564.207642,0,6.560759,0.6,0,90,163.270676,1.224745,0.000051,0,4,1,2.5
class-diagram.png,0.419947,14684.42285,1.35176,1.335758,0.5,188.800964,451.001495,62,0.658897,8.025218,0.75,0.025641,89.020691,122.195038,0.330922,0.000035,0.230769,26,8,3.5
AndroidSolarCalculatorServiceDiagram.jpg,0.137779,11023.79981,0.194715,1.010112,1.272727,334.996582,730.760986,43,0.616807,20.555,0.26,0.079216,58.359043,132.510468,0.645594,0.000039,0.2,10,22,1.5
AndroidTariffServiceDiagram.jpg,0.131792,10268,0.121548,1.448944,0,87.590569,107.168091,43.011627,0.295822,8.692432,0,0,90,188.005219,0.558287,0.00004,0.333333,6,4,3
architecture-design.jpeg,0.100361,9232.708008,0.557002,1.786896,0.608696,242.415573,1117.187622,67,1.07228,10.771519,0.513514,0.002845,72.662483,130.12442,0.49252,0.000012,0.520833,48,23,2
Class_Diagram1.png,0.082152,3462.333252,0.324935,1.011547,3.448276,462.092712,762,61.220913,0.444141,7.297203,0.736434,0.044484,67.720901,133.60881,0.334246,0.000028,0.166667,18,29,4
architecture.jpg,0.121973,5041.777832,0.622301,1.544706,3,578.902039,1060.128174,39,0.561863,10.670924,0.416667,0.063789,55.444984,95.834267,0.200088,0.000036,0.37037,27,24,3.5
Class Diagram0.png,0.246427,7817.185059,0.892453,1.351759,0.333333,194.348801,576.451904,79.924965,0.690488,12.944828,0.5625,0.007353,50.881409,109.03801,0.416058,0.000051,0.259259,27,12,2.5
Class Diagram2.0.png,0.14904,24450.375,0.802556,2.135204,1.666667,426.828827,868.056274,228.973801,0.480329,5.513603,0.8125,0,90,294.046722,0.620095,0.000012,0,8,6,2
architecture_05.png,0.358797,12009.66699,0.959511,1.361979,3.333333,229.030701,331.026672,122.011902,0.372892,0.379759,0.769231,0.010989,87.95459,142.066437,0.558525,0.000074,0.666667,6,3,4.5
ClassDiagram_12..png,0.642104,22288.92773,0.719578,2.52164,0,395.00058,606.000854,166,0.421098,0.066423,1,0.072727,89.818115,81.634277,0.724177,0.000058,0.428571,14,10,2
Class_Diagram__Component_View__scs.georesults.om__menetlevel__menetlevel.svg.png,0.533125,30841.38477,0.983741,2.17517,1.090909,610.456055,1411,50,0.829879,0.081058,1,0.043478,90,121.431892,0.231498,0.000027,0.384615,13,11,3.5
Class_Diagram__Component_View__scs.georesults.om__nevezes__nevezes.png,0.51,49523,0.702201,1.75,0,76,76,76,0,0,1,0,90,265.023163,0.377117,0.00004,0,3,1,4
architecture_101..png,0.191083,8999.363281,0.634677,2.055777,4.222222,627.668396,939,207,0.380656,0.038083,0.978723,0.030142,90,146.48439,0.314415,0.000039,0.272727,11,9,3.5
Assignment1UML.png,0.206316,12939.08301,0.707052,2.357522,1.333333,262.501984,600.005859,103,0.718326,0.09699,1,0.009524,89.639648,158.752426,0.447841,0.000031,0.75,12,6,4
asteroids_uml.png,0.111021,31189,1.038291,2.28833,3.333333,576.205383,1277.783447,232.007248,0.596501,5.215788,0.653846,0.025641,57.466484,235.523148,0.702442,0.000004,0.285714,14,6,1.5
BackendClassDiagram.png,0.395162,23131.19922,0.514834,0.885609,0.5,106.542374,149.169495,77,0.252873,1.502586,0.5,0,90,185.27655,0.209669,0.000032,0.4,10,4,3.5
class diagram eXceed.png,0.469375,31123.44531,0.567849,2.009174,2,324.885437,623.000793,84,0.500286,0.250181,0.875,0.006667,89.111679,180.055359,0.312674,0.000023,0.333333,9,8,3.5
class_diagram_59..png,0.235882,39119.10156,1.314844,0.929961,0,480.650208,1468,199.849945,0.861713,14.692909,0.428571,0,90,197.694397,0.163544,0.000007,0.566667,30,7,1.5
Battleship_UML_A4.jpg,0.202468,59829.30078,0.737095,3.045685,0,426.726654,569,211.945755,0.261942,13.700989,0.666667,0,90,317.379578,0.338977,0.000006,0,10,6,1.5
ClassDiagram_3..png,0.335246,16003.30762,0.615113,0.794118,1,255.2845,493.853394,129.065872,0.473472,8.221828,0.55,0.033333,79.236092,140.974319,0.222204,0.000032,0.307692,13,10,3
BrahmaClassDiagram.jpeg,0.238012,31298,0.666024,1.323834,3.5,526.138672,1147.08374,234.470993,0.6928,1.277183,0.888889,0,90,289.728882,0.534683,0.000014,0.166667,6,4,3.5
class_diagramm_activity.png,0.466453,74700,1.046266,1.204927,8,1119.010254,1119.010254,1119.010254,0,0.129905,0.888889,0.088889,90,192.569916,0.718317,0.000021,0.5,6,1,3.5
BreadCrumbDesign.png,0.20717,28231.23047,1.313212,1.616046,1.2,514.210815,1205.001221,77,0.7334,0.196045,0.909091,0.015152,90,190.0858,0.399704,0.000011,0.615385,13,5,3
class_diagramm_database_scheme.png,0.737579,123802.6016,0.77797,0.670241,0,80,80,80,0,0,1,0,90,254.139389,0.433755,0.003205,0.4,5,1,4
ChatClientClassDiagram.png,0.213095,10415.36328,0.508692,1.054622,0.5,184.779785,297,97,0.396921,0.379242,0.833333,0,90,135.387863,0.325278,0.000039,0.363636,11,4,4.5
class-diagram_7..png,0.193018,4626.75,0.457444,1.314136,0,78.502808,89.005615,68,0.133789,0.321873,1,0,90,119.247116,0.190849,0.000061,0.625,8,2,4.5
ClassDiagram_6..png,0.186672,25619.55469,0.750595,1.131101,1.5,368.522949,626.590942,144,0.432389,12.212668,0.5,0.008602,72.134789,257.341095,0.448344,0.000017,0.222222,9,12,2.5
class diagram 1.png,0.217166,5736.666504,0.767972,1.628205,2,220.010208,220.010208,220.010208,0,0.389715,0.666667,0,90,140.978073,0.294866,0.000069,0.333333,10,8,4
Class Diagram PNG.png,0.154092,4120.856934,0.2138,1.230769,0.5,121.774368,344.084656,39,1.057602,1.858162,0.666667,0,90,96.756065,0.624436,0.000068,0.714286,7,4,4
class diagram.jpeg,0.035548,11747.88867,1.112797,1.978793,2,898.184387,1553.416016,156.847061,0.697662,10.570127,0.583333,0.089744,50.959614,338.179626,0.398214,0.000004,0.111111,16,12,1.5
classdiagram_4..jpg,0.212867,15816.58301,0.633317,1.26969,2.8,373.700439,771,89,0.552413,0.012887,1,0.009447,90,224.194656,0.183224,0.000017,0.25,12,10,3.5
Class Diagram.jpg,0.204486,4061.357178,0.212566,1.772595,0.909091,242.162018,976.001953,41.593269,1.028911,7.182755,0.571429,0,90,107.329414,0.128615,0.000059,0.5,42,11,2.5
class_diagram_2..png,0.380598,31470.69922,1.691293,1.08,2.5,405.529694,538.0849,313.033905,0.20233,0.970656,0.785714,0,90,154.243454,0.639349,0.000022,0,10,4,3
Class Diagram_1..jpg,0.443199,54485.80078,1.031802,1.605714,3.2,513.957886,981.0849,49,0.575001,1.503641,0.857143,0.023256,84.530579,254.774551,0.400437,0.000014,0.3,13,11,1.5
class diagram_7..png,0.311292,46370.78516,1.057602,3.544981,0.666667,752.445251,1575.335815,311,0.773992,1.850296,0.8,0.066667,9.1306,208.29657,0.616789,0.000009,0.214286,14,3,2.5
class-diagram_10..png,0.575072,60225.80078,0.772134,1.576687,0.666667,215.014557,295,103.043678,0.379343,0.333667,0.8,0,90,266.464844,0.216211,0.000014,0,10,3,3.5
class-diagram_8..png,0.283147,11322.8457,0.847876,0.929144,2.588235,442.614319,942,91.150726,0.600643,0.32999,0.918033,0.011634,89.96579,150.869492,0.3266,0.000043,0.615385,13,17,4
classdiagram_1..jpg,0.335868,36449.39844,0.52097,1.1839,0.956522,360.303894,1075.998657,49,0.706286,16.430498,0.333333,0.013527,53.457584,234.291306,0.351846,0.000012,0.15,20,23,1.5
classdiagram.jpeg,0.138556,86175,0.138786,0.849795,2.666667,1493.131836,1922.654907,835.983459,0.316066,10.341715,0.545455,0.045455,80.985573,582.663269,0.311155,0.000004,0.25,21,10,1.5
ClassDiagram_26..png,0.460274,39122.72656,0.705821,0.785518,1.2,346.908997,654.61853,66.648331,0.572003,8.280684,0.545455,0.023715,55.384499,229.750122,0.34938,0.00002,0.181818,11,10,3
classdiagram.jpg,0.346428,33487.60938,0.552504,1.18843,1.6,320.582336,930.88324,58,0.879159,22.458797,0.179487,0.024359,53.830086,223.091629,0.598579,0.000015,0.166667,18,15,1.5
ClassDiagram_13..png,0.148705,9022.592773,0.262384,0.798883,2.615385,256.771606,666.855347,59,0.847703,2.465387,0.851064,0.001773,90,133.075836,0.430018,0.000027,0.962963,27,13,4
ClassDiagram_14..png,0.106397,6078.594727,0.164028,2.076313,1.333333,321.628815,920.002563,68.117546,0.812972,13.260663,0.446429,0.008145,34.264236,131.425598,0.233264,0.000022,0.432432,37,24,2
ClassDiagram_4..png,0.298287,32048,0.492537,0.929412,1.764706,470.135345,1092.358154,73.556564,0.539306,24.311823,0.191489,0.024823,68.762672,259.331268,0.292748,0.000014,0.222222,9,17,1.5
class_diagram.jpeg,0.394075,71733.27344,0.851808,0.860984,4.571429,417.74884,689.047485,200.85965,0.441062,1.422529,0.794872,0.008974,89.91127,297.226471,0.064278,0.000009,0.181818,11,7,3.5
class_diagramm_database.png,0.357834,34500.25,1.738539,0.681063,0.333333,383.943115,1096.006592,94,0.81067,6.809215,0.6875,0.007353,89.766144,213.404221,0.09276,0.000014,0.6875,16,12,3.5
class_diagram_29..png,0.151754,10777.41699,0.30606,1.729345,0,228.006546,503,44.011364,0.535697,17.245409,0.25,0,90,184.421661,0.335782,0.000022,0.5,12,8,3.5
class_diagram_ProjetoSI_completo.png,0.255648,147077.5,1.769763,1.423892,0,818,818,818,0,0,1,0,90,653.992981,0.223619,0.000003,0,6,1,3.5
Class_Diagram__Component_View__scs.georesults.om__menetlevel__menetlevel.png,0.4056,35909,0.82482,0.666972,2,615.348633,1056.01123,95.022133,0.644099,0.58519,0.888889,0,90,176.294632,0.444231,0.000027,0.111111,9,3,3.5
ClassDiagram_38..png,0.129673,12708.83301,0.907572,0.933091,2.153846,484.433533,970.728455,74.706093,0.626112,9.97885,0.414634,0.026713,44.912868,112.472839,0.598352,0.000018,0.611111,18,13,2.5
ClassDiagram_27..png,0.22532,24137.38477,0.96888,1.343811,2,191,191,191,0,0,1,0,90,226.104309,0.259946,0.000014,0.230769,26,13,3
diagrama1.png,0.125778,13158.9043,0.407958,1.933396,3.304348,802.615906,1883.001831,280.001801,0.582004,0.178435,0.959596,0.009293,89.949036,228.354446,0.206638,0.000014,0.428571,21,23,2
diagramme.png,0.279247,29548.5,0.298068,1.661654,3.230769,735.16449,1601.001343,186,0.584443,0.288314,0.945455,0.02013,78.338722,272.825623,0.062459,0.000014,0.1,10,13,3
ClassDiagramPresentation.png,0.293935,50502.89844,0.676535,1.205193,0.666667,237.721436,457.523499,59.008472,0.482128,12.318192,0.333333,0,90,275.223236,0.376377,0.000009,0.3,10,9,4
components_design.png,0.281589,9511.833008,0.390555,1.80597,2.666667,248.017426,331.018707,183.014709,0.248967,0.544603,0.545455,0.015152,88.939087,124.771904,0.705648,0.000907,0.333333,6,3,4.5
CreateNewRouteUML.png,0.435593,27181,0.633447,1.238095,0,164.005035,318,76.164299,0.507273,11.599813,0.333333,0,90,158.420151,0.298968,0.000023,0.428571,14,9,3.5
DiagrammeClasseFin.png,0.216205,31832.05859,0.655979,0.404341,0.444444,408.703461,633.119812,40,0.428793,26.087755,0.230769,0.010989,82.768341,242.429459,0.095797,0.00001,0.117647,17,9,1.5
klassediagram-2.png,0.30288,14852.8125,0.697445,0.813646,2.307692,249.506424,432.03421,28,0.442159,1.476538,0.837209,0.012685,81.846581,128.610809,0.536421,0.000038,0.3125,16,13,3
ClassDiagramTimesheet.jpg,0.204785,12653.25,0.271183,1.682657,0,256.333649,356,171,0.26645,0.036728,1,0,90,247.840683,0,0.000031,0.875,8,6,4
DesignModel_3..png,0.283718,15201.65039,0.386026,1.257855,1.555556,231.518906,748.00354,59,0.923212,3.037729,0.913043,0.00185,89.593651,171.569092,0.19117,0.000025,0.7,20,18,4
ClassDiagram_31..png,0.260649,19329.11133,0.514585,1.936968,0.5,272.833527,693,71.700768,0.924204,11.811939,0.666667,0,90,252.852936,0.030491,0.000023,0.111111,9,4,4
DiagramaDeClases.png,0.202556,16592.09961,0.45507,1.17485,0.666667,140.874664,244.07457,88.549423,0.518019,7.077037,0.6,0,90,191.612137,0.265043,0.00002,0.2,17,9,3.5
conference-class-diagram.png,0.227038,20583.5,0.873466,1.087623,1.75,284.744263,625.13678,118.680244,0.620042,5.862709,0.772727,0.003953,33.023254,239.389557,0.346809,0.000014,0.2,10,8,3.5
diagrama de classes_1..jpg,0.507029,34609.89063,0.541884,1.966011,2,244,384,67,0.541118,0,1,0,90,223.100784,0.239486,0.000027,0,9,3,3.5
consmaster-uml.jpg,0.241483,13518.37891,0.756456,1.96044,0.608696,218.515884,556.015625,51.739735,0.641338,12.862138,0.405405,0.002845,86.877869,154.690674,0.397026,0.000022,0.275862,29,23,2.5
DAServerClassDiagram.png,0.166855,8292,0.228526,1.881395,0,84.526779,85,84.053551,0.005598,1.022705,0.5,0,90,163.966019,0.224421,0.00004,0.285714,7,2,4
DiagramClassBD.png,0.241037,13664,0.311866,1.839535,0.5,241.252457,397.006439,114,0.478658,0.187342,1,0,90,233.034439,0.174516,0.000037,0.833333,6,4,4.5
DomainClassDiagram.png,0.261423,13785.55566,0.230989,1.913655,0.857143,173.71521,495,50,0.823845,0.057236,1,0.021978,90,166.321976,0.248253,0.000037,0.777778,9,7,3.5
ListenerClassDiagram.png,0.261531,12465.16699,0.593736,1.463801,0.5,131.505371,215.002319,72.014282,0.404947,0.409888,0.833333,0,90,174.984879,0.086677,0.000038,0.166667,6,4,4
Death_Rally_UML.png,0.233561,9625.833008,0.267031,1.70303,1.777778,302.448181,544.017151,60,0.601635,0.154461,0.96,0.021538,90,130.964386,0.336711,0.000038,0.666667,18,9,3.5
glue-executors-diagram.png,0.286829,21681.14258,0.895223,0.968877,0,262.333984,420,112,0.479722,0.074895,1,0,90,203.134781,0.249222,0.000231,0,7,3,4
Diagrama de Clases Entidad.png,0.227762,21710.44531,0.23323,1.085489,0,210.691818,435.073547,114,0.438212,23.858408,0.222222,0.022222,63.846207,237.192337,0.325851,0.00002,0.333333,9,9,3.5
diagram_67..png,0.53986,60367.60156,0.581019,0.696429,0,99.955994,152.118378,57.558666,0.345232,12.621548,0.25,0,90,290.193329,0.355859,0.000023,0.6,5,4,4
Diagrama de classes de projeto.jpg,0.181242,21622.88867,0.398425,1.547419,0.333333,353.989014,1199.001953,130.418564,1.077358,14.917372,0.5,0,90,295.187317,0.426787,0.000012,0.111111,9,6,3.5
MenuDesign.png,0.284963,33244.30078,1.541872,1.408791,2,428,428,428,0,0,1,0,90,200.084991,0.301673,0.000017,0.5,10,1,3
ProjectPart2UML.png,0.183584,12849.5332,1.176891,2.338806,3.052632,777.737305,2329,91.005493,0.796497,0.012554,1,0.013986,90,152.528137,0.828194,0.000019,0.866667,15,19,3.5
DiagramClassSuppervoiture.png,0.259185,18331.25,0.356405,0.807646,0,170.556885,287,83.006027,0.42545,0.153064,1,0,90,207.392593,0.230586,0.000032,0.25,8,9,4.5
dienste_automat_klassendiagramm.png,0.227245,17755.33398,1.285859,1.946686,0.75,335.138184,439,167,0.282585,0.861216,0.928571,0.009524,90,141.040176,0.517078,0.000018,0.5,12,8,3.5
hijax_client_side_architecture.png,0.143912,7560.200195,0.735692,1.908356,0,128.275955,155.467041,92,0.208104,21.71701,0.333333,0,90,201.69191,0.736941,0.000121,0.4,5,3,4
edit_tool_design.png,0.210762,44438.80078,1.052763,1.361364,2,920.594604,1621.189209,220,0.761024,4.645182,0.666667,0,90,352.642792,0.515932,0.000009,0,5,2,3
examinationDomainDiagram.png,0.383183,13158.79981,0.615385,0.887139,0.285714,151.554504,436.073395,64,0.862275,1.796232,0.666667,0,90,110.818344,0.204811,0.000048,0.8,15,7,3.5
FrontendClassDiagram.png,0.13262,7973.5,0.20432,1.541272,1,374.653198,668,58.034473,0.497803,1.10592,0.833333,0.043333,89.787895,119.008568,0.547095,0.000034,0.571429,14,12,3.5
IMG_Getter_class_Diagram.png,0.325706,10245.46191,0.416992,2.211628,0,151.718109,293.001709,56,0.482291,0.280491,0.857143,0,90,132.403854,0.19476,0.000046,0.230769,13,7,3.5
IndependentCopyUML.png,0.357062,13714.375,0.514253,2.22043,0,219,219,219,0,0,1,0,90,151.116089,0.519272,0.000043,0.5,8,1,4.5
klasse diagram.png,0.201286,28346.375,0.611257,1.747198,0,205.44342,312.001617,132.502823,0.302985,20.430859,0.2,0,90,285.465729,0.182734,0.000009,0.375,8,5,4
mancalaUMLagg.png,0.50338,42100.41797,1.450169,1.670968,2,543.50238,790.00061,257,0.348772,0.091425,1,0,90,189.313553,0.53174,0.000021,0.333333,12,4,3.5
MVC_UML_project2_3rd_edition.jpg,0.195201,5843.629395,0.77749,1.673381,0.952381,363.515442,1013,48,0.662404,4.651189,0.792683,0.032031,88.066269,98.957161,0.140232,0.00004,0.333333,27,42,2
klassediagram_ass2.png,0.665022,65122,0.647095,0.95829,2.333333,602.188232,1225.231201,196.063766,0.44358,20.696932,0.225,0.065854,53.988731,222.508835,0.203925,0.000018,0.333333,9,12,2.5
Klassendiagramm.png,0.456159,161351.875,0.500763,1.496727,0,493.001007,493.001007,493.001007,0,0.116211,1,0,90,323.894073,0.194969,0.000006,0.25,8,1,3.5
overall_architecture_app.jpg,0.265985,13510.29981,0.912358,2.056338,4,358.624878,365.085205,352.16452,0.018014,2.843621,0.8,0,90,172.297409,0.265896,0.000028,0.6,10,2,4
KlassendiagrammKomplett.png,0.242478,13663.625,0.562046,2.130435,0.666667,214.839737,485.001038,54,0.707155,0.118896,0.9,0,90,162.038284,0.32421,0.000029,0.125,8,6,4
Klassendiagramm_1..png,0.31667,33280.22266,0.794122,1.269988,0.444444,232.472153,479.165405,69,0.66661,3.233373,0.846154,0.010989,90,249.347641,0.657729,0.000019,0,19,11,3.5
NLPEngineClassDiagram.png,0.263658,13047.30762,0.752958,1.168464,0.285714,201.250977,398.001251,46.872166,0.619421,8.911242,0.666667,0,90,162.016037,0.413494,0.000031,0.461538,13,7,4
lwpsix-classdiagram.png,0.278686,12465.875,0.696398,1.844037,0.842105,380.824799,803.239441,32.015621,0.55446,0.93683,0.914286,0.020635,89.936371,105.246567,0.295045,0.000031,0.333333,24,19,3.5
memorymoduledesign.png,0.343343,35956.625,0.326781,2.40678,0,57.424206,131.095383,39,0.641465,1.024682,0.4,0,90,200.384171,0.467745,0.000014,0.75,8,5,4
module_branch_management_diagram.png,0.24433,52642.16797,0.567248,2.845697,0,187.471268,336.542725,104.923782,0.479934,17.93327,0.25,0,90,367.250061,0.478544,0.000009,0.666667,6,4,4
morsebuilder_uml.png,0.383249,7484.200195,1.691075,0.960089,0,78,78,78,0,0,1,0,90,70.634521,0.748166,0.000082,1.1,10,4,4.5
Muistipeli_UML2.jpg,0.35233,24856.85742,0.819877,1.394958,0,439.250702,793,91,0.637628,0.07972,1,0.1,90,199.151169,0.44744,0.000029,0,7,4,4
MVC_UML_project2.jpg,0.134892,7070.200195,0.649011,1.968354,2,539.304749,1540.001953,60.811184,0.693895,6.518766,0.793103,0.043626,80.501617,127.64257,0.75331,0.000036,0.133333,15,29,2.5
OldDiagram.png,0.21635,35027.39844,1.330244,0.867495,0,80,80,80,0,0,1,0,90,253.308258,0.764333,0.000014,0.4,5,1,4
osztalydiagramm.png,0.625739,113479.2891,1.043147,1.100559,2.5,355.958069,605.00531,148,0.458906,2.33742,0.785714,0,90,299.511536,0.464045,0.000012,0.142857,7,4,3.5
ProjectPart3UML.png,0.225497,72168.72656,0.967562,0.992117,2,815.988159,2997,86.023254,0.882604,3.573089,0.75,0.00765,44.857933,363.394745,0.299136,0.000004,0.363636,22,20,2
ProjectPart4UML.png,0.223336,52787,1.058928,1.359927,4.5,1119.193237,2727.001465,199,0.569891,0.176776,0.964646,0.005837,88.388718,299.520752,0.311755,0.000005,0.25,28,36,2.5
uml_class_diagram_for_translat_130.png,0.11672,7468.799805,1.331406,1.473445,0,48.14555,60.207973,39.051247,0.184618,4.259641,0,0,90,130.400558,0.729333,0.000024,0.8,10,3,4.5
roguelike_basicclassdiagram.png,0.156422,4476.111328,0.453445,3.301266,3.058824,772.325562,1389,57.00877,0.523429,0.852173,0.956522,0.033954,89.97242,106.599403,0.637612,0.000044,0.944444,18,17,4
ReginaRoutes Class Diagram.png,0.461286,24464.16602,0.359045,1.557522,0,147,147,147,0,0,1,0,90,172.910431,0.335991,0.00004,0.833333,6,1,3.5
viewUML.png,0.045838,1838.272705,0.237246,1.807692,0.5,197.7939,471.075378,57.00877,0.576496,9.413487,0.333333,0,90,120.102257,0.215365,0.000069,0.545455,11,8,3.5
Replicator_Diagram.png,0.347685,19935,1.05549,2.907643,0,684,684,684,0,0,1,0,90,172.805908,0.536512,0.00003,0.4,5,1,4
UML_6..jpg,0.338001,19678.44531,0.407646,0.96206,2,300.666656,442,75,0.536336,0,1,0,90,160.827316,0.484322,0.000028,0.444444,9,3,4
RenderingClassDiagram.jpg,0.091333,4096,0.225595,1.878718,2,279.044617,300,258.089264,0.075097,0.340902,0.833333,0.047619,87.95459,171.16571,0.284753,0.000044,0.25,8,2,3
uml_class_diagram_for_translat_197.png,0.505753,55673.33203,1.358804,0.80625,0,78.77182,78.77182,78.77182,0,8.027237,0,0,90,157.549149,1.046144,0.1875,0.333333,3,1,4
repoman-client_Class_Diagram_001.jpg,0.289876,15267.75,0.763902,1.004367,0,155.333328,230,102,0.350147,0,1,0,90,184.11618,0.707107,0.000038,0,4,3,4.5
uml_class_diagram_for_translat_210_1..png,0.341834,19286,1.076812,0.661562,0,34.525352,34.525352,34.525352,0,10.00798,0,0,90,140.353958,0.716883,0.000104,0.6,5,1,4
Schmaps_UML.jpg,0.276865,42984.60938,1.083698,1.555776,2.235294,437.613953,839.937012,64.124878,0.597065,7.782261,0.6,0.009091,71.589752,220.232941,0.367135,0.000009,0.173913,23,17,1
serverDiagram.jpg,0.397175,21856.85742,0.962306,2.225961,0,273,273,273,0,0,1,0,90,194.337357,0.162175,0.00016,0,7,1,4
SimulationClassDiagram_1..png,0.262172,28443.125,0.664196,1.294473,0.222222,129.894058,267.001862,70.007141,0.496211,0.347024,0.909091,0,90,209.743591,0.676836,0.000016,0.3125,16,9,3
StaticNeuronDiagram.png,0.088674,32201.25,0.585405,0.912044,3,1079.299194,1230,928.59845,0.139628,5.311133,0.75,0,90,370.30899,0.612375,0.000056,0.25,4,2,3.5
StaticSimDiagram.png,0.091024,29718.66602,1.489297,1.344656,0,511.000763,695,327.001526,0.360076,0.087608,1,0,90,204.849854,0.777945,0.000013,0,6,2,3.5
UML for everyone.png,0.346148,64627.82422,1.327916,2.835539,0,238.125885,590,84,0.710935,0.102165,1,0,90,227.605087,0.118488,0.000007,0.176471,17,8,3.5
uml_diagram.png,0.121534,5308.5,0.211039,1.732727,0,156.105789,262.727997,34,0.501164,9.962345,0.333333,0.022222,89.759277,136.268784,0.218722,0.000037,0.333333,12,9,3
StatsClassDiagram.png,0.294133,20932,0.717266,1.299094,0,125.683762,210.00238,75,0.477605,0.713506,0.666667,0,90,207.567978,0.470568,0.000025,0.25,8,3,4.5
uml_class_diagram_for_translat_228.png,0.208223,1679.666626,0.082282,2.666667,1,291.573181,343.438171,239.70816,0.17788,18.503502,0,0.2,37.489563,57.908173,0.386878,0.000239,1.111111,9,2,4.5
U-Fill UML.jpg,0.352639,13900.90039,0.52611,2.818182,2.666667,407.700989,573.001953,325.001526,0.286694,0.301304,0.909091,0,90,128.811752,0.357042,0.000043,0.9,10,3,4
uml_class_diagram_for_translat_120.png,0.094222,5326.166504,1.440433,2.342944,4,642.99646,711.605591,574.387268,0.106702,5.688072,0.5,0,90,96.588684,0.810512,0.000025,1,18,2,3
uml_class_diagram_for_translat_70.png,0.521398,109648,0.754659,0.432258,0,73.899757,152.777618,30.594116,0.755948,14.521413,0,0,90,382.880646,0.589298,0.000029,0.5,4,3,4
UML Diagram.png,0.164071,26108.14258,0.631428,1.864166,0,377,377,377,0,0,1,0,90,290.678406,0.742222,0.000011,0.142857,7,1,2
UML-model.png,0.285932,13648.14258,0.523254,1.363636,0,89.002205,174.002869,44,0.575669,0.252836,1,0,90,174.6185,0.50523,0.000031,0.571429,7,4,4
uml_class_diagram_for_translat_233.png,0.176209,9629.478516,3.549172,3.259259,0,454.5,455,454,0.0011,0,1,0,90,94.218292,0.950415,0.000032,1.043478,23,2,3
UML.jpeg,0.352054,39415.08984,0.66149,1.464558,4.285714,497.67749,796.009827,233.012817,0.344032,0.914653,0.810811,0.024182,89.648674,270.141296,0.139892,0.000013,0.454545,11,7,3
uml_class_diagram_for_translat_175.png,0.577422,64108.19922,0.693361,0.540967,0,61.627209,64.381676,58.872746,0.044696,13.569839,0,0,90,259,0.349176,0.00002,0.6,5,2,4
UMLDiagram.jpeg,0.195355,9196.900391,0.473619,2.205628,1.428571,235.716187,471,76,0.544538,0.089862,1,0.006536,90,143.194855,0.47122,0.000036,0.9,10,7,4
